Date,AMZN,BA,DIS,IBM,KO,MSFT
2015-10-09,539.8,125.8,100.16,129.6,37.44,43.44
2015-10-12,550.19,126.69,100.91,128.54,37.42,43.34
2015-10-13,548.9,126.34,101.14,127.25,37.11,43.24
2015-10-14,544.83,120.87,100.33,127.58,37.14,43.05
2015-10-15,562.44,123.72,102.38,127.65,37.35,43.35
2015-10-16,570.76,123.91,102.71,127.9,37.44,43.81
2015-10-19,573.15,124.65,103.88,126.91,37.41,43.92
2015-10-20,560.88,125.07,104.23,119.61,37.68,44.05
2015-10-21,555.77,127.15,104.46,119.85,37.59,43.53
2015-10-22,563.91,131.76,107.46,122.54,38.53,44.29
2015-10-23,599.03,132.11,107.31,123.05,38.13,48.76
2015-10-26,608.61,132.11,107.72,122.18,37.95,50.03
2015-10-27,611.01,133.69,107.96,117.25,37.97,49.51
2015-10-28,617.1,133.17,108.5,119.77,38.07,49.78
2015-10-29,626.55,132.54,109.16,119.53,38.13,49.21
2015-10-30,625.9,133.34,107.93,119.13,37.74,48.54
2015-11-02,628.35,133.64,109.16,119.38,37.64,49.1
2015-11-03,625.31,133.36,109.63,120.66,37.57,49.94
2015-11-04,640.95,134.27,107.46,120.45,37.4,50.17
2015-11-05,655.65,134.08,107.22,118.97,37.72,50.15
2015-11-06,659.37,134.05,109.76,118.68,37.39,50.65
2015-11-09,655.49,132.27,110.47,116.16,37.01,49.95
2015-11-10,659.68,131.52,111.42,116.29,37.22,49.35
2015-11-11,673.25,131.38,110.56,115.91,37.46,49.48
2015-11-12,665.6,129.16,110.27,114.21,37.05,49.17
2015-11-13,642.35,129.2,108.97,113.1,36.87,48.73
2015-11-16,647.81,130.86,110.0,114.78,37.39,49.59
2015-11-17,643.3,132.36,110.19,114.88,37.13,49.18
2015-11-18,663.54,134.36,112.1,116.59,37.67,50.0
2015-11-19,661.27,135.23,112.64,117.38,38.41,50.08
2015-11-20,668.45,135.37,113.93,118.89,37.81,50.31
2015-11-23,678.99,134.41,113.32,118.86,38.28,50.31
2015-11-24,671.15,134.69,111.92,118.98,38.64,50.37
2015-11-25,675.34,133.59,112.6,118.47,38.64,49.85
2015-11-27,673.26,133.15,109.25,118.86,38.74,50.07
2015-11-30,664.8,131.79,107.67,119.68,38.27,50.46
2015-12-01,679.06,133.87,109.49,121.28,38.51,51.27
2015-12-02,676.01,133.16,108.17,119.92,38.4,51.26
2015-12-03,666.25,131.89,106.17,119.26,38.12,50.32
2015-12-04,672.64,134.56,108.4,120.55,38.87,51.91
2015-12-07,669.83,134.51,108.01,119.8,38.79,51.82
2015-12-08,677.33,131.38,106.73,118.51,38.62,51.8
2015-12-09,664.79,130.7,105.77,117.27,38.3,51.04
2015-12-10,662.32,132.66,105.77,117.42,38.39,51.31
2015-12-11,640.15,131.04,103.18,115.52,37.95,50.19
2015-12-14,657.91,129.57,104.43,116.69,38.11,51.19
2015-12-15,658.64,132.77,107.11,118.29,38.67,51.25
2015-12-16,675.77,134.2,108.67,119.57,39.36,52.11
2015-12-17,670.65,131.89,106.97,117.39,39.05,51.71
2015-12-18,664.14,126.47,102.87,115.8,38.16,50.26
2015-12-21,664.51,127.67,101.79,116.32,38.41,50.91
2015-12-22,663.15,129.01,101.93,118.41,38.87,51.39
2015-12-23,663.7,130.53,100.81,118.93,39.21,51.82
2015-12-24,662.79,130.05,101.09,118.68,39.09,51.69
2015-12-28,675.2,130.97,102.42,118.13,39.05,51.94
2015-12-29,693.97,133.51,102.26,119.99,39.25,52.5
2015-12-30,689.07,132.66,101.55,119.62,39.12,52.28
2015-12-31,675.89,131.01,100.35,118.14,38.57,51.51
2016-01-04,636.99,127.31,98.34,116.71,38.07,50.88
2016-01-05,633.79,127.82,96.36,116.62,38.2,51.11
2016-01-06,632.65,125.79,95.84,116.04,38.0,50.18
2016-01-07,607.94,120.52,95.02,114.05,37.37,48.44
2016-01-08,607.05,117.78,94.78,113.0,37.27,48.58
2016-01-11,617.74,117.98,95.42,114.37,37.33,48.56
2016-01-12,617.89,119.53,96.89,114.09,37.82,49.0
2016-01-13,581.81,116.09,94.05,112.6,37.58,47.94
2016-01-14,593.0,117.07,94.65,114.1,37.6,49.31
2016-01-15,570.18,113.83,89.67,111.62,37.26,47.34
2016-01-19,574.48,114.22,89.74,109.98,37.64,46.94
2016-01-20,571.77,110.67,88.37,104.61,37.15,47.15
2016-01-21,575.02,111.81,89.79,105.51,37.16,46.87
2016-01-22,596.38,112.91,92.54,105.16,37.76,48.55
2016-01-25,596.53,112.37,91.0,104.8,37.85,48.08
2016-01-26,601.25,115.99,91.94,105.24,37.78,48.44
2016-01-27,583.35,105.63,90.07,103.84,37.79,47.55
2016-01-28,635.35,106.93,89.32,104.92,38.22,48.33
2016-01-29,587.0,108.85,91.51,107.13,38.54,51.15
2016-02-01,574.81,110.15,90.87,107.16,38.61,50.79
2016-02-02,552.1,106.48,88.93,105.54,38.11,49.21
2016-02-03,531.07,110.43,90.86,107.07,38.36,48.43
2016-02-04,536.26,112.0,91.13,109.58,38.19,48.28
2016-02-05,502.13,111.05,89.67,110.37,38.11,46.57
2016-02-08,488.1,108.25,87.97,110.12,38.29,45.87
2016-02-09,482.07,107.72,88.16,107.6,38.88,45.75
2016-02-10,490.48,106.41,84.85,104.23,38.2,46.15
2016-02-11,503.82,99.17,86.24,102.2,38.08,46.13
2016-02-12,507.08,99.34,87.05,104.97,38.71,46.89
2016-02-16,521.1,102.97,88.73,106.44,38.93,47.77
2016-02-17,534.1,106.39,91.2,109.36,39.05,49.02
2016-02-18,525.0,107.52,90.88,114.86,39.16,48.8
2016-02-19,534.9,105.31,90.73,115.41,39.3,48.46
2016-02-22,559.5,107.35,92.03,116.01,39.45,49.23
2016-02-23,552.94,106.9,91.09,114.82,39.23,47.86
2016-02-24,554.04,105.71,91.13,115.17,39.43,48.03
2016-02-25,555.15,106.83,91.34,116.64,39.65,48.72
2016-02-26,555.23,108.06,91.02,114.5,38.73,47.97
2016-02-29,552.52,108.07,91.22,113.63,38.73,47.58
2016-03-01,579.04,109.7,93.25,116.53,39.23,49.17
2016-03-02,580.21,109.42,92.63,118.2,39.3,49.51
2016-03-03,577.49,109.38,94.37,119.5,39.47,48.95
2016-03-04,575.14,110.72,94.05,119.5,39.61,48.65
2016-03-07,562.8,112.39,94.91,121.54,39.52,47.72
2016-03-08,560.26,111.89,93.42,120.6,39.79,48.3
2016-03-09,559.47,112.35,93.26,121.77,40.23,49.41
2016-03-10,558.93,112.43,92.67,121.57,40.61,48.67
2016-03-11,569.61,113.97,93.53,123.46,40.9,49.62
2016-03-14,573.37,115.54,94.36,123.82,40.98,49.72
2016-03-15,577.02,115.55,93.82,123.98,40.94,50.11
2016-03-16,574.27,116.66,94.01,125.56,40.76,50.82
2016-03-17,559.44,119.52,95.12,127.52,41.42,51.11
2016-03-18,552.08,122.5,94.73,127.56,41.26,50.02
2016-03-21,553.98,124.24,94.03,128.89,41.33,50.36
2016-03-22,560.48,123.56,93.19,128.43,41.17,50.56
2016-03-23,569.63,121.5,92.47,126.09,41.14,50.47
2016-03-24,582.95,120.82,92.84,128.3,41.24,50.69
2016-03-28,579.87,120.06,93.67,128.69,41.44,50.06
2016-03-29,593.86,119.69,93.74,129.5,42.06,51.16
2016-03-30,598.69,117.58,94.46,128.7,42.15,51.48
2016-03-31,593.64,116.08,94.84,131.34,41.98,51.64
2016-04-01,598.5,116.1,94.61,132.27,42.38,51.96
2016-04-04,593.19,115.54,94.24,131.88,42.43,51.83
2016-04-05,586.14,116.17,92.63,130.08,42.1,51.02
2016-04-06,602.08,116.99,93.09,130.1,42.27,51.54
2016-04-07,591.43,116.14,91.83,128.56,41.95,50.92
2016-04-08,594.6,116.94,92.08,129.52,42.41,50.89
2016-04-11,595.93,116.97,91.94,129.43,42.02,50.78
2016-04-12,603.17,118.4,92.97,129.76,42.21,51.1
2016-04-13,614.82,119.93,95.0,131.15,41.66,51.76
2016-04-14,620.75,119.66,94.19,131.09,41.47,51.77
2016-04-15,625.89,119.92,94.15,131.57,41.71,52.04
2016-04-18,635.35,120.68,96.91,132.28,41.82,52.79
2016-04-19,627.9,121.33,98.02,124.88,42.17,52.73
2016-04-20,632.99,119.4,98.62,126.71,40.15,51.98
2016-04-21,631.0,119.56,98.28,129.47,39.51,52.16
2016-04-22,620.5,119.84,99.1,128.78,40.3,48.42
2016-04-25,626.2,119.57,99.86,129.05,40.46,48.73
2016-04-26,616.88,121.85,100.17,129.28,40.29,48.1
2016-04-27,606.57,125.36,100.54,130.49,40.43,47.63
2016-04-28,602.0,123.27,99.35,127.54,40.38,46.66
2016-04-29,659.59,123.27,98.61,126.56,40.54,46.63
2016-05-02,683.85,122.55,99.66,125.98,40.7,47.32
2016-05-03,671.32,121.16,99.11,124.99,40.57,46.55
2016-05-04,670.9,119.7,99.0,125.1,40.7,46.63
2016-05-05,659.09,120.78,100.21,127.02,40.77,46.7
2016-05-06,673.95,121.86,100.79,128.96,41.01,47.12
2016-05-09,679.75,120.8,100.6,130.25,40.94,46.82
2016-05-10,703.07,123.2,101.8,132.57,41.4,47.71
2016-05-11,713.23,122.62,97.68,131.67,41.14,47.74
2016-05-12,717.93,123.93,97.13,131.57,41.47,48.17
2016-05-13,709.92,121.81,95.99,130.58,41.04,47.76
2016-05-16,710.66,123.67,95.84,132.12,41.28,48.47
2016-05-17,695.27,122.21,95.44,130.83,40.49,47.56
2016-05-18,697.45,120.77,94.54,130.25,40.25,47.84
2016-05-19,698.52,118.08,93.98,128.12,40.1,47.38
2016-05-20,702.8,117.45,95.29,130.17,39.77,47.67
2016-05-23,696.75,117.62,94.71,129.74,39.79,47.11
2016-05-24,704.2,117.55,95.03,131.1,40.15,48.58
2016-05-25,708.35,118.8,95.36,134.09,40.16,49.08
2016-05-26,714.91,119.22,95.32,134.75,40.44,48.86
2016-05-27,712.24,119.13,95.77,135.11,40.52,49.27
2016-05-31,722.79,116.3,94.75,135.9,40.36,49.91
2016-06-01,719.44,116.54,94.08,134.82,40.45,49.76
2016-06-02,728.24,116.95,94.27,135.69,40.47,49.42
2016-06-03,725.54,117.44,94.3,135.15,40.76,48.77
2016-06-06,726.73,121.6,94.33,135.01,41.05,49.09
2016-06-07,723.74,121.63,93.92,135.54,41.01,49.06
2016-06-08,726.64,122.62,93.63,136.13,41.22,49.0
2016-06-09,727.65,122.71,93.43,135.62,41.41,48.61
2016-06-10,717.91,120.9,92.96,134.69,41.62,48.47
2016-06-13,715.24,119.78,93.18,133.73,41.14,47.21
2016-06-14,719.3,120.31,93.97,133.53,41.07,46.92
2016-06-15,714.26,120.0,93.85,133.2,41.04,46.79
2016-06-16,717.51,119.27,93.95,133.53,41.31,47.45
2016-06-17,706.39,119.69,94.54,134.36,40.84,47.2
2016-06-20,714.01,122.39,95.09,135.79,41.01,47.15
2016-06-21,715.82,121.25,94.37,136.18,41.15,48.2
2016-06-22,710.6,121.48,94.34,135.18,40.9,48.01
2016-06-23,722.08,123.13,94.56,137.33,41.1,48.88
2016-06-24,698.96,116.64,91.41,129.58,40.06,46.92
2016-06-27,691.36,113.12,90.13,126.85,39.92,45.6
2016-06-28,707.95,114.22,91.73,128.8,40.28,46.55
2016-06-29,715.6,117.08,92.61,131.24,40.52,47.59
2016-06-30,715.62,119.73,93.42,134.17,41.33,48.18
2016-07-01,725.68,119.57,93.62,134.68,41.14,48.17
2016-07-05,728.1,117.06,93.26,134.08,41.42,48.18
2016-07-06,737.61,117.05,94.02,134.69,41.28,48.38
2016-07-07,736.57,117.24,94.66,134.9,41.11,48.38
2016-07-08,745.81,119.94,95.83,136.54,41.38,49.25
2016-07-11,753.78,121.73,96.17,137.31,41.55,49.52
2016-07-12,748.21,120.6,96.38,138.82,41.56,50.1
2016-07-13,742.63,119.95,96.08,139.69,41.71,50.39
2016-07-14,741.2,121.28,96.16,141.69,41.66,50.6
2016-07-15,735.44,122.06,96.0,141.24,41.61,50.57
2016-07-18,736.07,123.01,96.34,141.31,41.61,50.81
2016-07-19,739.95,124.15,95.68,141.07,41.61,49.99
2016-07-20,745.72,124.2,94.48,142.64,41.5,52.65
2016-07-21,744.43,123.11,94.28,141.84,41.44,52.54
2016-07-22,744.86,123.05,93.99,143.27,41.79,53.27
2016-07-25,739.61,122.56,93.68,143.78,41.55,53.42
2016-07-26,735.59,124.32,93.01,143.31,40.92,53.45
2016-07-27,736.67,125.35,92.66,143.06,39.57,52.91
2016-07-28,752.61,122.63,92.26,142.65,39.8,52.93
2016-07-29,758.81,123.23,92.3,141.99,39.78,53.37
2016-08-01,767.74,122.81,91.9,142.72,39.62,53.28
2016-08-02,760.58,121.33,91.39,141.95,39.69,53.28
2016-08-03,754.64,121.58,92.43,142.03,39.79,53.64
2016-08-04,760.77,120.97,91.54,142.81,39.67,54.04
2016-08-05,765.98,121.45,92.18,144.53,39.65,54.58
2016-08-08,766.56,121.87,92.1,144.48,39.61,54.67
2016-08-09,768.31,122.27,92.99,144.24,39.64,54.8
2016-08-10,768.56,122.97,94.13,144.51,39.76,54.63
2016-08-11,771.24,123.63,94.05,145.81,39.89,54.9
2016-08-12,772.56,123.73,93.15,144.4,40.15,54.56
2016-08-15,768.49,125.18,93.4,144.34,40.34,54.73
2016-08-16,764.04,125.49,93.19,143.28,39.96,54.42
2016-08-17,764.63,125.23,93.18,143.05,40.17,54.54
2016-08-18,764.46,125.49,92.97,143.87,40.21,54.58
2016-08-19,757.31,124.97,92.72,142.69,40.05,54.59
2016-08-22,759.48,125.48,92.22,142.66,39.88,54.64
2016-08-23,762.45,124.69,92.31,142.89,39.98,54.85
2016-08-24,757.25,123.9,92.17,141.81,39.98,54.91
2016-08-25,759.22,123.62,91.91,141.44,39.82,55.12
2016-08-26,769.0,122.92,91.58,141.16,39.5,54.98
2016-08-29,771.29,123.54,91.26,142.41,39.7,55.05
2016-08-30,767.58,121.6,91.25,142.12,39.43,54.85
2016-08-31,769.16,120.33,90.86,141.66,39.6,54.44
2016-09-01,770.62,120.75,90.67,142.25,39.53,54.57
2016-09-02,772.44,121.92,90.82,142.26,39.81,54.64
2016-09-06,788.87,123.63,90.23,142.97,39.93,54.59
2016-09-07,784.48,123.3,90.14,144.12,39.79,54.63
2016-09-08,784.06,123.54,90.51,141.77,39.78,54.41
2016-09-09,760.14,119.48,88.9,138.82,38.54,53.26
2016-09-12,771.49,120.96,90.07,141.13,39.38,54.05
2016-09-13,761.01,119.69,89.17,138.92,38.87,53.56
2016-09-14,761.09,118.68,88.75,137.35,38.71,53.31
2016-09-15,769.69,118.77,88.98,138.79,38.94,54.19
2016-09-16,778.52,117.78,89.03,137.17,38.74,54.24
2016-09-19,775.1,118.5,89.1,138.09,38.7,53.94
2016-09-20,780.22,118.79,89.41,137.71,38.92,53.83
2016-09-21,789.74,121.37,88.87,138.67,39.1,54.73
2016-09-22,804.7,122.58,89.85,139.19,39.49,54.78
2016-09-23,805.75,122.5,89.72,138.18,39.29,54.41
2016-09-26,799.16,121.38,88.46,137.29,38.65,53.91
2016-09-27,816.11,122.07,88.23,139.78,39.15,54.91
2016-09-28,828.72,122.92,88.69,141.13,38.75,54.98
2016-09-29,829.05,121.8,88.3,140.97,38.64,54.39
2016-09-30,837.31,122.46,89.32,141.63,38.9,54.58
2016-10-03,836.74,123.06,88.97,140.53,38.64,54.41
2016-10-04,834.03,122.94,89.06,139.5,38.46,54.23
2016-10-05,844.36,125.18,88.93,140.06,38.43,54.61
2016-10-06,841.66,124.95,89.29,139.88,38.34,54.71
2016-10-07,839.43,124.42,88.97,138.8,38.36,54.77
2016-10-10,841.71,126.27,88.97,140.0,38.36,54.99
2016-10-11,831.0,124.32,88.36,138.01,38.19,54.19
2016-10-12,834.09,123.78,87.93,137.57,38.41,54.11
2016-10-13,829.28,123.99,87.65,137.06,38.39,53.93
2016-10-14,822.96,124.1,87.82,137.71,38.31,54.41
2016-10-17,812.95,124.56,87.37,138.0,38.24,54.22
2016-10-18,817.65,125.59,87.7,134.38,38.58,54.63
2016-10-19,817.69,126.59,88.43,134.87,38.65,54.51
2016-10-20,810.32,126.27,88.52,135.1,38.54,54.24
2016-10-21,818.99,126.08,89.49,133.41,38.73,56.53
2016-10-24,838.09,127.77,89.81,134.25,39.12,57.8
2016-10-25,835.18,129.23,89.22,134.53,39.11,57.79
2016-10-26,822.59,135.29,89.93,135.36,39.01,57.45
2016-10-27,818.36,133.22,90.44,136.73,38.72,56.94
2016-10-28,776.32,132.94,90.28,136.07,38.82,56.73
2016-10-31,789.82,132.4,89.16,137.03,38.98,56.77
2016-11-01,785.41,132.38,88.87,136.23,38.72,56.66
2016-11-02,765.56,130.84,88.41,135.48,38.65,56.31
2016-11-03,767.03,130.16,89.81,135.86,38.64,56.1
2016-11-04,755.05,129.71,88.93,135.91,38.32,55.63
2016-11-07,784.93,132.96,90.83,138.84,39.03,57.25
2016-11-08,787.75,133.2,90.79,139.61,39.42,57.29
2016-11-09,771.88,136.96,91.04,139.28,38.86,57.01
2016-11-10,742.38,139.41,91.34,144.15,37.63,55.62
2016-11-11,739.01,140.2,93.96,145.1,37.72,55.92
2016-11-14,719.07,141.58,94.19,142.34,37.85,55.07
2016-11-15,743.24,139.81,93.98,142.76,38.09,56.16
2016-11-16,746.49,138.23,95.34,143.31,37.93,56.9
2016-11-17,756.4,137.19,95.59,143.77,37.8,57.84
2016-11-18,760.16,138.15,94.5,144.3,37.61,57.57
2016-11-21,780.0,138.78,93.91,146.45,38.02,58.05
2016-11-22,785.33,141.14,93.99,146.36,38.03,58.3
2016-11-23,780.12,141.35,94.52,145.73,37.8,57.62
2016-11-25,780.37,141.63,95.06,146.78,38.18,57.74
2016-11-28,766.77,141.38,95.2,148.02,38.38,57.82
2016-11-29,762.52,143.14,95.87,147.13,38.15,58.27
2016-11-30,750.57,142.12,95.34,145.95,37.41,57.48
2016-12-01,743.65,143.85,95.17,143.79,37.24,56.47
2016-12-02,740.34,143.72,94.75,143.97,37.41,56.52
2016-12-05,759.36,143.63,96.15,143.81,37.66,57.44
2016-12-06,764.72,143.71,96.83,144.27,37.61,57.19
2016-12-07,770.42,145.5,98.11,148.26,38.28,58.54
2016-12-08,767.33,146.68,100.21,148.78,37.99,58.2
2016-12-09,768.66,147.72,101.64,149.82,38.94,59.11
2016-12-12,760.12,148.35,100.87,148.9,38.84,59.3
2016-12-13,774.34,147.88,100.66,151.41,38.71,60.08
2016-12-14,768.82,145.81,100.86,151.61,38.2,59.79
2016-12-15,761.0,145.15,101.19,151.17,38.52,59.69
2016-12-16,757.77,145.84,100.72,150.01,38.69,59.43
2016-12-19,766.0,147.43,102.07,149.96,38.63,60.69
2016-12-20,771.22,147.63,102.22,150.79,38.62,60.61
2016-12-21,770.6,148.65,102.32,150.55,38.54,60.61
2016-12-22,766.34,148.64,102.19,150.31,38.52,60.62
2016-12-23,760.59,148.97,101.92,149.99,38.56,60.32
2016-12-27,771.4,148.65,101.94,150.38,38.57,60.36
2016-12-28,772.13,147.35,101.1,149.52,38.37,60.09
2016-12-29,765.15,146.96,101.35,149.89,38.56,60.0
2016-12-30,749.87,146.96,101.02,149.34,38.43,59.27
2017-01-03,753.67,148.17,102.83,150.42,38.75,59.69
2017-01-04,757.18,149.73,104.14,152.28,38.61,59.43
2017-01-05,780.45,149.82,104.09,151.78,38.7,59.43
2017-01-06,795.99,150.18,105.64,152.53,38.69,59.94
2017-01-09,796.92,149.45,105.04,150.84,38.3,59.75
2017-01-10,795.9,150.16,105.06,148.92,38.05,59.73
2017-01-11,799.02,150.47,106.08,150.93,38.05,60.28
2017-01-12,813.64,149.42,104.23,151.11,37.96,59.72
2017-01-13,817.14,149.93,104.75,150.56,37.9,59.81
2017-01-17,809.72,148.83,104.66,151.05,38.21,59.65
2017-01-18,807.48,149.45,104.84,150.07,38.28,59.62
2017-01-19,809.04,150.09,103.99,150.08,38.14,59.43
2017-01-20,808.33,150.59,104.36,153.45,38.3,59.85
2017-01-23,817.88,148.99,103.83,153.88,38.41,60.06
2017-01-24,822.44,151.55,104.59,158.26,38.84,60.59
2017-01-25,836.52,157.98,104.73,160.41,39.05,60.74
2017-01-26,839.15,159.64,104.75,160.74,38.76,61.31
2017-01-27,835.77,158.3,105.95,159.52,38.43,62.75
2017-01-30,830.38,156.29,107.54,158.17,38.36,62.13
2017-01-31,823.48,154.26,107.26,157.02,38.54,61.67
2017-02-01,832.35,154.78,107.89,156.81,38.25,60.65
2017-02-02,839.95,153.17,107.22,157.07,38.38,60.26
2017-02-03,810.2,153.3,106.92,158.19,38.51,60.74
2017-02-06,807.64,154.79,106.21,158.22,38.53,60.71
2017-02-07,812.5,157.17,105.66,160.56,38.84,60.51
2017-02-08,819.71,155.96,105.66,159.75,38.95,60.42
2017-02-09,821.36,156.41,106.13,160.7,38.24,61.11
2017-02-10,827.46,158.26,105.91,162.03,37.62,61.05
2017-02-13,836.53,159.98,106.29,162.65,37.66,61.74
2017-02-14,836.39,160.42,106.95,163.35,37.57,61.97
2017-02-15,842.7,161.19,106.8,164.75,37.49,61.93
2017-02-16,844.14,162.62,107.31,164.52,38.19,61.92
2017-02-17,845.07,164.43,106.68,163.84,38.22,62.01
2017-02-21,856.44,167.15,106.64,163.46,38.43,61.89
2017-02-22,855.61,166.96,106.74,164.27,38.56,61.76
2017-02-23,852.19,168.38,106.36,164.72,38.62,62.01
2017-02-24,845.24,168.94,106.94,164.45,38.73,62.01
2017-02-27,848.64,170.83,106.85,162.68,38.63,61.64
2017-02-28,845.04,171.59,106.71,163.06,38.9,61.4
2017-03-01,853.08,175.1,107.63,165.0,39.08,62.32
2017-03-02,848.91,174.22,107.2,163.71,39.37,61.43
2017-03-03,849.88,173.45,107.83,163.27,39.38,61.66
2017-03-06,846.61,172.26,107.28,163.65,39.1,61.68
2017-03-07,846.02,173.3,107.46,163.57,38.93,61.8
2017-03-08,850.5,173.03,107.44,162.73,38.93,62.37
2017-03-09,853.0,171.92,107.62,160.67,38.96,62.12
2017-03-10,852.46,170.14,107.52,161.26,39.2,62.31
2017-03-13,854.59,170.47,108.1,160.02,39.31,62.1
2017-03-14,852.53,170.16,108.86,159.35,39.25,61.81
2017-03-15,852.97,170.15,108.44,159.43,39.39,62.14
2017-03-16,853.42,169.65,108.28,160.73,39.51,62.03
2017-03-17,852.31,171.47,108.33,159.28,39.31,62.25
2017-03-20,856.97,170.79,109.25,159.33,39.45,62.31
2017-03-21,843.2,167.53,108.32,157.68,39.75,61.62
2017-03-22,848.06,168.5,108.64,158.49,39.63,62.41
2017-03-23,847.38,168.76,108.8,158.53,39.44,62.25
2017-03-24,845.61,167.39,108.7,157.63,39.39,62.36
2017-03-27,846.82,167.66,108.93,157.58,39.58,62.47
2017-03-28,856.0,168.86,109.58,158.25,39.68,62.66
2017-03-29,874.32,169.12,109.08,157.73,39.67,62.83
2017-03-30,876.34,169.45,109.71,157.66,39.84,63.06
2017-03-31,886.54,168.38,109.91,157.91,39.69,63.2
2017-04-03,891.51,168.18,109.73,158.24,39.66,62.91
2017-04-04,906.83,170.14,109.57,158.26,39.91,63.08
2017-04-05,909.28,168.59,109.53,156.77,39.81,62.92
2017-04-06,898.28,168.87,109.58,156.38,39.91,63.08
2017-04-07,894.88,170.28,109.13,156.1,39.85,63.03
2017-04-10,907.04,169.05,108.98,155.25,39.92,62.89
2017-04-11,902.36,170.01,109.6,154.69,39.9,62.84
2017-04-12,896.23,167.61,109.57,154.76,40.16,62.6
2017-04-13,884.67,167.2,109.73,153.73,40.02,62.33
2017-04-17,901.99,170.44,110.29,155.16,40.28,62.84
2017-04-18,903.78,169.33,110.69,154.21,40.66,62.75
2017-04-19,899.2,169.85,110.24,146.62,40.43,62.42
2017-04-20,902.06,170.71,111.27,147.18,40.3,62.86
2017-04-21,898.53,171.74,110.93,145.44,40.28,63.72
2017-04-24,907.41,173.33,110.21,145.77,40.48,64.81
2017-04-25,907.62,174.72,111.65,145.45,40.32,65.18
2017-04-26,909.29,173.0,112.03,145.15,40.44,65.09
2017-04-27,918.38,174.44,112.29,145.38,40.22,65.52
2017-04-28,924.99,175.97,112.05,145.35,40.35,65.7
2017-05-01,948.23,173.65,111.21,144.04,40.42,66.61
2017-05-02,946.94,174.65,110.86,144.28,40.58,66.51
2017-05-03,941.03,174.6,108.2,143.85,40.51,66.29
2017-05-04,937.53,174.3,107.76,144.23,40.83,66.04
2017-05-05,934.15,176.14,108.55,140.6,40.86,66.22
2017-05-08,949.04,177.11,108.0,140.13,41.05,66.16
2017-05-09,952.82,177.95,108.63,139.28,40.69,66.26
2017-05-10,948.95,175.74,106.3,138.5,40.75,66.52
2017-05-11,947.62,176.47,106.22,137.95,40.84,65.7
2017-05-12,961.35,175.8,106.33,137.69,40.77,65.62
2017-05-15,957.97,174.98,105.78,138.73,40.9,65.67
2017-05-16,966.07,175.28,104.67,140.72,41.01,66.99
2017-05-17,944.76,171.52,103.05,138.2,41.08,65.13
2017-05-18,958.49,170.19,103.41,138.07,40.96,65.35
2017-05-19,959.84,173.41,104.22,139.17,41.06,65.33
2017-05-22,970.67,176.21,104.33,139.77,41.32,66.07
2017-05-23,971.54,176.03,103.74,139.21,41.51,66.29
2017-05-24,980.35,177.72,104.41,139.65,42.11,66.38
2017-05-25,993.38,179.47,103.98,140.28,42.47,67.2
2017-05-26,995.78,179.01,105.08,139.63,42.45,67.52
2017-05-30,996.7,179.29,105.02,138.94,42.49,67.96
2017-05-31,994.62,180.01,104.63,139.76,42.52,67.41
2017-06-01,995.95,179.71,104.89,139.8,42.82,67.66
2017-06-02,1006.73,182.5,103.89,139.23,42.92,69.26
2017-06-05,1011.34,181.27,103.25,139.56,43.01,69.76
2017-06-06,1003.0,179.16,102.26,139.52,43.0,69.99
2017-06-07,1010.07,180.46,102.67,138.25,42.56,69.87
2017-06-08,1010.27,182.21,101.12,139.28,42.21,69.44
2017-06-09,978.31,182.31,102.38,141.11,42.38,67.87
2017-06-12,964.91,182.28,103.76,142.1,42.39,67.35
2017-06-13,980.79,183.32,103.29,141.24,42.46,68.19
2017-06-14,976.47,184.56,102.88,140.84,42.71,67.82
2017-06-15,964.17,187.51,102.73,141.22,42.67,67.47
2017-06-16,987.71,188.46,102.27,142.28,42.72,67.56
2017-06-19,995.17,190.99,102.14,141.78,42.79,68.4
2017-06-20,992.59,190.27,100.75,141.88,43.01,67.48
2017-06-21,1002.23,191.08,101.59,140.82,42.64,67.82
2017-06-22,1001.3,191.34,101.02,141.38,42.5,67.81
2017-06-23,1003.74,194.01,101.16,141.12,42.67,68.73
2017-06-26,993.98,191.85,102.33,142.14,42.84,68.07
2017-06-27,976.78,190.81,102.18,141.7,42.48,66.8
2017-06-28,990.33,191.51,103.58,142.22,42.73,67.37
2017-06-29,975.93,189.44,102.47,141.13,42.27,66.11
2017-06-30,968.0,189.71,102.99,140.86,42.29,66.53
2017-07-03,953.66,190.52,104.16,142.46,42.2,65.8
2017-07-05,971.4,193.61,102.39,140.71,42.26,66.67
2017-07-06,965.14,193.29,100.92,139.51,41.87,66.18
2017-07-07,978.76,194.15,100.9,140.04,41.86,67.04
2017-07-10,996.47,195.67,101.16,140.48,41.85,67.54
2017-07-11,994.13,197.89,101.4,140.27,41.8,67.55
2017-07-12,1006.51,198.05,101.93,140.74,41.97,68.67
2017-07-13,1000.63,197.85,101.84,140.68,41.89,69.27
2017-07-14,1001.81,200.04,102.62,141.23,42.13,70.25
2017-07-17,1010.04,200.51,102.33,140.11,42.18,70.8
2017-07-18,1024.45,199.78,103.27,141.01,42.12,70.75
2017-07-19,1026.87,202.31,104.31,135.09,42.27,71.29
2017-07-20,1028.7,201.74,104.84,135.21,42.26,71.64
2017-07-21,1025.67,203.52,104.58,134.68,42.46,71.22
2017-07-24,1038.95,203.56,104.49,133.68,42.28,71.04
