,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,ADBE,AMZN,ARKG,ARKK,BOMN,BRK-B,CRM,FB,FSLY,JPM,MCD,MELI,MRNA,MSFT,MSTR,OKTA,SHOP,SQ,TFC,TSLA,TTD,TWLO,ZM,AAPL,ADBE,AMZN,ARKG,ARKK,BOMN,BRK-B,CRM,FB,FSLY,JPM,MCD,MELI,MRNA,MSFT,MSTR,OKTA,SHOP,SQ,TFC,TSLA,TTD,TWLO,ZM,AAPL,ADBE,AMZN,ARKG,ARKK,BOMN,BRK-B,CRM,FB,FSLY,JPM,MCD,MELI,MRNA,MSFT,MSTR,OKTA,SHOP,SQ,TFC,TSLA,TTD,TWLO,ZM,AAPL,ADBE,AMZN,ARKG,ARKK,BOMN,BRK-B,CRM,FB,FSLY,JPM,MCD,MELI,MRNA,MSFT,MSTR,OKTA,SHOP,SQ,TFC,TSLA,TTD,TWLO,ZM,AAPL,ADBE,AMZN,ARKG,ARKK,BOMN,BRK-B,CRM,FB,FSLY,JPM,MCD,MELI,MRNA,MSFT,MSTR,OKTA,SHOP,SQ,TFC,TSLA,TTD,TWLO,ZM,AAPL,ADBE,AMZN,ARKG,ARKK,BOMN,BRK-B,CRM,FB,FSLY,JPM,MCD,MELI,MRNA,MSFT,MSTR,OKTA,SHOP,SQ,TFC,TSLA,TTD,TWLO,ZM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,41.3802375793457,177.6999969482422,1189.010009765625,23.95549774169922,36.6546516418457,29.389999389648438,197.22000122070312,104.41000366210938,181.4199981689453,,98.04483032226562,159.96072387695312,322.5799865722656,,82.19432830810547,131.8000030517578,26.459999084472656,105.48999786376953,36.16999816894531,44.47513961791992,64.10600280761719,46.40999984741211,25.100000381469727,,43.064998626708984,177.6999969482422,1189.010009765625,25.3700008392334,38.58000183105469,29.389999389648438,197.22000122070312,104.41000366210938,181.4199981689453,,107.94999694824219,173.22000122070312,322.5799865722656,,85.94999694824219,131.8000030517578,26.459999084472656,105.48999786376953,36.16999816894531,49.91999816894531,64.10600280761719,46.40999984741211,25.100000381469727,,43.07500076293945,177.8000030517578,1190.0,25.450000762939453,38.59000015258789,33.880001068115234,198.8699951171875,104.69999694824219,181.5800018310547,,108.0199966430664,174.47999572753906,322.6400146484375,,86.30999755859375,134.6699981689453,26.5,105.72000122070312,36.2400016784668,50.099998474121094,64.4219970703125,46.709999084472656,25.260000228881836,,42.314998626708984,175.25999450683594,1170.510009765625,24.549999237060547,37.24700164794922,28.350000381469727,195.9600067138672,102.2699966430664,177.5500030517578,,106.80999755859375,172.66000366210938,316.2699890136719,,85.5,130.5500030517578,25.329999923706055,101.0199966430664,34.68000030517578,49.650001525878906,62.20000076293945,45.45000076293945,24.100000381469727,,42.540000915527344,175.85000610351562,1172.0,24.649999618530273,37.34000015258789,32.400001525878906,198.8699951171875,102.87999725341797,177.67999267578125,,107.62999725341797,173.72999572753906,317.489990234375,,86.12999725341797,131.63999938964844,25.549999237060547,101.58999633789062,34.70000076293945,50.0,62.400001525878906,45.689998626708984,24.1299991607666,,102223600,2432800,2694500,82200,420000,269300,4113000,4669200,18151900,,13578800,3696900,366900,,22483800,55500,1635300,1394500,11240500,2503400,21761000,690200,1942400,
2018-01-03,41.37303161621094,181.0399932861328,1204.199951171875,24.12546157836914,36.806663513183594,27.479999542236328,199.7899932861328,105.29000091552734,184.6699981689453,,98.14474487304688,159.28659057617188,329.2799987792969,,82.57684326171875,132.3800048828125,26.489999771118164,107.75,37.310001373291016,44.956241607666016,63.45000076293945,47.90999984741211,25.690000534057617,,43.057498931884766,181.0399932861328,1204.199951171875,25.549999237060547,38.7400016784668,27.479999542236328,199.7899932861328,105.29000091552734,184.6699981689453,,108.05999755859375,172.49000549316406,329.2799987792969,,86.3499984741211,132.3800048828125,26.489999771118164,107.75,37.310001373291016,50.459999084472656,63.45000076293945,47.90999984741211,25.690000534057617,,43.63750076293945,181.88999938964844,1205.489990234375,25.73900032043457,39.053001403808594,29.8700008392334,200.0,106.13999938964844,184.77999877929688,,108.48999786376953,173.63999938964844,329.9700012207031,,86.51000213623047,134.00999450683594,26.549999237060547,108.12000274658203,37.36000061035156,50.630001068115234,65.05000305175781,48.65999984741211,25.920000076293945,,42.9900016784668,177.6999969482422,1188.300048828125,25.350000381469727,38.72999954223633,26.190000534057617,197.0,104.62000274658203,181.3300018310547,,107.4800033569336,172.0,322.5,,85.97000122070312,131.6999969482422,25.1299991607666,106.16999816894531,36.04999923706055,49.7599983215332,63.11000061035156,45.900001525878906,25.049999237060547,,43.13249969482422,178.0,1188.300048828125,25.5,38.95000076293945,29.8700008392334,197.0,104.9000015258789,181.8800048828125,,107.86000061035156,173.22999572753906,324.6700134277344,,86.05999755859375,131.92999267578125,25.8700008392334,106.36000061035156,36.43000030517578,49.91999816894531,64.19999694824219,46.40999984741211,25.18000030517578,,118071600,2561200,3108800,65500,667300,288300,3526700,3888700,16886600,,11901000,3789600,443500,,26061400,71900,2404300,1162700,11617900,3410700,22607500,821800,1632000,
2018-01-04,41.565216064453125,183.22000122070312,1209.5899658203125,24.32375144958496,36.93017578125,26.09000015258789,200.69000244140625,106.68000030517578,184.3300018310547,,99.55072784423828,160.40396118164062,325.8800048828125,,83.30365753173828,135.05999755859375,26.56999969482422,109.94999694824219,38.099998474121094,45.49970245361328,62.92399978637695,47.650001525878906,25.68000030517578,,43.25749969482422,183.22000122070312,1209.5899658203125,25.760000228881836,38.869998931884766,26.09000015258789,200.69000244140625,106.68000030517578,184.3300018310547,,109.04000091552734,173.6999969482422,325.8800048828125,,87.11000061035156,135.05999755859375,26.56999969482422,109.94999694824219,38.099998474121094,51.06999969482422,62.92399978637695,47.650001525878906,25.68000030517578,,43.36750030517578,184.05999755859375,1215.8699951171875,25.847000122070312,39.189998626708984,28.0,202.1300048828125,107.66000366210938,186.2100067138672,,110.02999877929688,174.1300048828125,332.94000244140625,,87.66000366210938,135.44000244140625,26.959999084472656,110.05999755859375,38.65999984741211,51.63999938964844,63.709999084472656,48.59000015258789,26.299999237060547,,43.02000045776367,181.63999938964844,1204.6600341796875,25.40999984741211,38.47999954223633,25.854000091552734,200.00999450683594,105.7699966430664,184.10000610351562,,108.19999694824219,172.72999572753906,322.54998779296875,,86.56999969482422,133.0399932861328,26.350000381469727,107.20999908447266,37.400001525878906,50.720001220703125,61.13600158691406,47.152000427246094,25.549999237060547,,43.1349983215332,181.92999267578125,1205.0,25.760000228881836,39.099998474121094,27.350000381469727,200.89999389648438,106.0,184.89999389648438,,108.36000061035156,173.24000549316406,329.8900146484375,,86.58999633789062,133.25999450683594,26.5,108.33000183105469,38.29999923706055,50.720001220703125,62.57400131225586,48.43000030517578,25.950000762939453,,89738400,2211400,3022100,30100,358600,168800,3900000,4540200,13880900,,12953700,2756400,389200,,21912000,76500,948800,1161000,20469800,3809900,49731500,564700,1260800,
2018-01-05,42.0384521484375,185.33999633789062,1229.1400146484375,24.408735275268555,37.52873611450195,24.31999969482422,201.4199981689453,108.0999984741211,186.85000610351562,,98.91163635253906,160.72715759277344,330.8699951171875,,84.33646392822266,135.00999450683594,26.540000915527344,110.58000183105469,41.13999938964844,45.64225769042969,63.316001892089844,48.349998474121094,25.760000228881836,,43.75,185.33999633789062,1229.1400146484375,25.850000381469727,39.5,24.31999969482422,201.4199981689453,108.0999984741211,186.85000610351562,,108.33999633789062,174.0500030517578,330.8699951171875,,88.19000244140625,135.00999450683594,26.540000915527344,110.58000183105469,41.13999938964844,51.22999954223633,63.316001892089844,48.349998474121094,25.760000228881836,,43.842498779296875,185.89999389648438,1229.1400146484375,26.0,39.5,26.290000915527344,201.6699981689453,108.30000305175781,186.89999389648438,,109.55000305175781,175.0,336.489990234375,,88.41000366210938,135.88999938964844,26.549999237060547,111.7699966430664,41.150001525878906,51.34000015258789,63.448001861572266,48.88999938964844,25.979999542236328,,43.26250076293945,183.5399932861328,1210.0,25.770000457763672,39.06999969482422,24.290000915527344,199.30999755859375,107.19999694824219,184.92999267578125,,107.77999877929688,173.39999389648438,328.6000061035156,,87.43000030517578,134.00999450683594,25.639999389648438,109.0199966430664,38.189998626708984,50.65999984741211,62.400001525878906,47.5,25.584999084472656,,43.36000061035156,185.0,1217.510009765625,25.989999771118164,39.2599983215332,26.290000915527344,201.0,107.76000213623047,185.58999633789062,,109.26000213623047,174.0,329.20001220703125,,87.66000366210938,135.33999633789062,26.5,110.55000305175781,38.38999938964844,51.290000915527344,63.32400131225586,48.099998474121094,25.81999969482422,,94640000,2376500,3544700,123100,361200,175700,4207600,3368400,13574500,,14155000,3737700,589000,,23407100,51200,1553600,771000,31102000,3345000,22956000,584100,1023800,
2018-01-08,41.88230514526367,185.0399932861328,1246.8699951171875,23.785531997680664,37.27220916748047,23.700000762939453,202.74000549316406,108.86000061035156,188.27999877929688,,99.05770874023438,160.61634826660156,340.7900085449219,,84.42251586914062,136.61000061035156,26.389999389648438,112.3499984741211,40.7599983215332,45.8828010559082,67.28199768066406,47.869998931884766,26.170000076293945,,43.587501525878906,185.0399932861328,1246.8699951171875,25.190000534057617,39.22999954223633,23.700000762939453,202.74000549316406,108.86000061035156,188.27999877929688,,108.5,173.92999267578125,340.7900085449219,,88.27999877929688,136.61000061035156,26.389999389648438,112.3499984741211,40.7599983215332,51.5,67.28199768066406,47.869998931884766,26.170000076293945,,43.90250015258789,185.60000610351562,1253.0799560546875,25.649999618530273,39.22999954223633,24.989999771118164,203.07000732421875,109.13999938964844,188.89999389648438,,108.68000030517578,174.2100067138672,341.4700012207031,,88.58000183105469,136.94000244140625,26.649999618530273,112.69000244140625,41.90999984741211,51.560001373291016,67.40399932861328,48.779998779296875,26.25,,43.48249816894531,183.8300018310547,1232.030029296875,24.75,38.31999969482422,23.5,199.8000030517578,107.56999969482422,186.3300018310547,,107.69999694824219,172.92999267578125,327.6600036621094,,87.5999984741211,133.9499969482422,26.06999969482422,109.98999786376953,39.810001373291016,51.11000061035156,63.099998474121094,47.189998626708984,25.579999923706055,,43.587501525878906,184.9499969482422,1236.0,25.649999618530273,39.0099983215332,24.40999984741211,201.14999389648438,108.0,187.1999969482422,,108.1500015258789,173.74000549316406,328.1199951171875,,88.19999694824219,134.77000427246094,26.649999618530273,109.98999786376953,41.0,51.349998474121094,63.20000076293945,48.5,25.760000228881836,,82271200,2088000,4279500,75100,421100,144200,3887900,2933600,17994700,,12466500,2060800,491200,,22113000,56700,1287800,748700,26626100,3524300,49297000,572700,1533800,
2018-01-09,41.877506256103516,186.6999969482422,1252.699951171875,24.163230895996094,37.34822082519531,24.959999084472656,203.02000427246094,109.1500015258789,187.8699951171875,,99.55985260009766,160.25624084472656,337.6499938964844,,84.36515808105469,136.25,26.420000076293945,110.7300033569336,40.880001068115234,46.40845489501953,66.73799896240234,47.41999816894531,25.75,,43.58250045776367,186.6999969482422,1252.699951171875,25.59000015258789,39.310001373291016,24.959999084472656,203.02000427246094,109.1500015258789,187.8699951171875,,109.05000305175781,173.5399932861328,337.6499938964844,,88.22000122070312,136.25,26.420000076293945,110.7300033569336,40.880001068115234,52.09000015258789,66.73799896240234,47.41999816894531,25.75,,43.76499938964844,186.97000122070312,1259.3299560546875,25.66900062561035,39.45000076293945,26.0,204.39999389648438,109.33999633789062,188.8000030517578,,109.62999725341797,174.22999572753906,344.17999267578125,,88.7300033569336,136.9600067138672,26.600000381469727,113.66999816894531,41.48099899291992,52.66999816894531,67.76000213623047,48.75,26.829999923706055,,43.352500915527344,183.92999267578125,1241.760009765625,25.34000015258789,39.0099983215332,24.048999786376953,202.5800018310547,108.25,187.10000610351562,,108.48999786376953,173.00999450683594,336.17999267578125,,87.86000061035156,134.11000061035156,26.25,109.7300033569336,39.220001220703125,51.7400016784668,65.4800033569336,47.290000915527344,25.709999084472656,,43.63750076293945,185.57000732421875,1256.9000244140625,25.399999618530273,39.25,24.200000762939453,203.33999633789062,109.0,188.6999969482422,,108.72000122070312,174.22999572753906,343.2900085449219,,88.6500015258789,136.69000244140625,26.399999618530273,112.3499984741211,40.45000076293945,51.790000915527344,67.03199768066406,48.0099983215332,26.31999969482422,,86336000,1804300,3661300,52800,246800,183100,3834900,3302300,12393100,,13292300,2674300,285800,,19484300,55100,719500,744100,14710900,4102000,35733000,443500,1595000,
2018-01-10,41.867889404296875,187.11000061035156,1254.3299560546875,24.31431007385254,37.44322967529297,24.139999389648438,205.61000061035156,108.80000305175781,187.83999633789062,,100.65542602539062,160.228515625,339.54998779296875,,83.98262786865234,136.6199951171875,26.510000228881836,111.0,40.84000015258789,46.9608268737793,66.95999908447266,47.900001525878906,25.639999389648438,,43.5724983215332,187.11000061035156,1254.3299560546875,25.75,39.40999984741211,24.139999389648438,205.61000061035156,108.80000305175781,187.83999633789062,,110.25,173.50999450683594,339.54998779296875,,87.81999969482422,136.6199951171875,26.510000228881836,111.0,40.84000015258789,52.709999084472656,66.95999908447266,47.900001525878906,25.639999389648438,,43.57500076293945,187.27000427246094,1254.3299560546875,25.75,39.40999984741211,25.790000915527344,205.72000122070312,109.48999786376953,187.88999938964844,,110.69999694824219,174.0,339.9800109863281,,88.19000244140625,136.9600067138672,26.780000686645508,111.45999908447266,41.20000076293945,53.36000061035156,67.4000015258789,48.45899963378906,25.950000762939453,,43.25,185.07000732421875,1237.22998046875,25.18000030517578,38.650001525878906,23.0,202.5,108.2300033569336,185.6300048828125,,109.38999938964844,172.47000122070312,333.2300109863281,,87.41000366210938,134.2899932861328,26.0,109.0,40.0,52.13999938964844,66.0,46.72999954223633,25.520000457763672,,43.290000915527344,185.2100067138672,1245.1500244140625,25.600000381469727,39.11000061035156,25.040000915527344,203.0,108.68000030517578,186.94000244140625,,109.47000122070312,173.5,336.1199951171875,,87.86000061035156,134.60000610351562,26.100000381469727,109.69999694824219,40.619998931884766,52.18000030517578,66.44000244140625,47.66999816894531,25.709999084472656,,95839600,1664300,2686000,31500,214500,75700,3793100,3113300,10529900,,15834500,2172500,658900,,18652200,42700,1036600,667800,11265600,4035700,21549500,573600,749700,
2018-01-11,42.105709075927734,188.9199981689453,1276.6800537109375,24.380407333374023,37.538230895996094,23.719999313354492,206.69000244140625,109.0999984741211,187.77000427246094,,101.19408416748047,160.11769104003906,342.0199890136719,,84.23126220703125,138.36000061035156,26.56999969482422,111.12999725341797,42.29999923706055,47.36174774169922,67.58999633789062,48.959999084472656,26.030000686645508,,43.81999969482422,188.9199981689453,1276.6800537109375,25.81999969482422,39.5099983215332,23.719999313354492,206.69000244140625,109.0999984741211,187.77000427246094,,110.83999633789062,173.38999938964844,342.0199890136719,,88.08000183105469,138.36000061035156,26.56999969482422,111.12999725341797,42.29999923706055,53.15999984741211,67.58999633789062,48.959999084472656,26.030000686645508,,43.872501373291016,188.94000244140625,1276.77001953125,26.040000915527344,39.720001220703125,24.440000534057617,207.27999877929688,109.4000015258789,188.39999389648438,,110.93000030517578,174.5500030517578,343.19000244140625,,88.12999725341797,139.58999633789062,26.6200008392334,111.75,43.08000183105469,53.279998779296875,68.96199798583984,49.81999969482422,26.17799949645996,,43.622501373291016,186.19000244140625,1256.4599609375,25.75,39.334999084472656,23.579999923706055,205.72000122070312,108.66999816894531,187.3800048828125,,110.05000305175781,172.10000610351562,336.6700134277344,,87.23999786376953,134.49000549316406,26.329999923706055,110.5,41.029998779296875,52.7400016784668,66.6520004272461,47.38999938964844,25.709999084472656,,43.647499084472656,187.2899932861328,1259.739990234375,25.950000762939453,39.5,24.200000762939453,205.9600067138672,109.0,188.39999389648438,,110.66999816894531,173.55999755859375,341.1099853515625,,88.12999725341797,136.97000122070312,26.600000381469727,111.06999969482422,41.029998779296875,53.040000915527344,67.0479965209961,48.189998626708984,25.760000228881836,,74670800,1600100,3125000,51100,295400,103800,3641500,3668100,9588600,,13676800,3078000,311200,,17808900,58000,818300,639500,21023600,3624500,33227500,877600,1192100,
